IAM_Domain,Sub_Domain,Question_ID,Question,ISO_27001_2022,NIST_800_53_Rev5,SOC_2_TSC,GDPR,PCI_DSS_4_0,HIPAA,CIS_Controls,Answer_Type,Notes
Authentication & Authorization,Password Expiration,AUTH-034,What is the maximum password age before forced change?,"A.5.17, A.5.18",IA-5(1),"CC6.1, CC6.2",Article 32,Req 8.3.9,164.308(a)(5)(ii)(D),CIS 5.2,Text/Numeric,Password age limit
Authentication & Authorization,Password Expiration,AUTH-035,Are users notified in advance of upcoming password expiration?,"A.5.17, A.5.18",IA-5(1),"CC6.1, CC6.2",Article 32,Req 8.3.9,164.308(a)(5)(ii)(D),CIS 5.2,Yes/No,Expiration notification
Authentication & Authorization,Credential Transmission,AUTH-036,Are credentials transmitted over encrypted channels only?,"A.8.24, A.8.9","SC-8, SC-8(1)","CC6.1, CC6.7",Article 32,Req 4.2.1,164.312(e)(1),CIS 3.10,Yes/No,Secure transmission
Authentication & Authorization,Credential Transmission,AUTH-037,Is TLS 1.2 or higher enforced for all authentication traffic?,"A.8.24, A.8.9","SC-8, SC-8(1)","CC6.1, CC6.7",Article 32,Req 4.2.1,164.312(e)(1),CIS 3.10,Yes/No,TLS version enforcement
Authentication & Authorization,Privileged Authentication,AUTH-038,Do privileged accounts require stronger authentication than standard accounts?,"A.5.17, A.5.18","IA-2(1), AC-6(5)","CC6.1, CC6.2",Article 32,Req 8.4.3,164.312(d),CIS 6.3,Yes/No,Privileged auth requirements
Authentication & Authorization,Privileged Authentication,AUTH-039,Are privileged account credentials different from user credentials?,"A.5.17, A.5.18","IA-2(1), AC-6(5)","CC6.1, CC6.2",Article 32,Req 8.2.2,164.312(a)(2)(i),CIS 5.2,Yes/No,Separate privileged credentials
Authentication & Authorization,Privileged Authentication,AUTH-040,Is re-authentication required for sensitive privileged operations?,"A.5.17, A.5.18","IA-2(12), AC-6(9)","CC6.1, CC6.2",Article 32,Req 8.3.1,164.312(a)(2)(i),CIS 6.3,Yes/No,Step-up authentication
Access Control & Governance,Role Mining,ACG-030,Is role mining performed to identify and optimize role definitions?,"A.5.18, A.8.2","AC-2(7), AC-5","CC6.1, CC6.2",Article 32,Req 7.2.2,164.308(a)(3)(ii)(B),CIS 5.4,Yes/No,Role optimization
Access Control & Governance,Role Mining,ACG-031,Are role definitions based on actual usage patterns?,"A.5.18, A.8.2","AC-2(7), AU-6","CC6.1, CC6.2",Article 32,Req 7.2.2,164.308(a)(3)(ii)(B),CIS 5.4,Yes/No,Usage-based roles
Access Control & Governance,Access Recertification,ACG-032,Are access recertification campaigns risk-based (higher risk = more frequent)?,"A.5.18, A.8.2","AC-2(12), RA-3","CC6.1, CC6.2",Article 32,Req 7.2.2,164.308(a)(1)(ii)(A),CIS 5.4,Yes/No,Risk-based recertification
Access Control & Governance,Access Recertification,ACG-033,Are users notified when their access is about to be recertified?,"A.5.18, A.8.2",AC-2(12),"CC6.1, CC6.2",Article 32,Req 7.2.2,164.308(a)(3)(ii)(C),CIS 5.4,Yes/No,Recertification notification
Access Control & Governance,Access Recertification,ACG-034,Can reviewers delegate recertification tasks to alternate approvers?,"A.5.18, A.8.2","AC-2(12), AC-2(1)","CC6.1, CC6.2",Article 32,Req 7.2.2,164.308(a)(4)(ii)(C),CIS 5.4,Yes/No,Delegation capability
Access Control & Governance,Access Recertification,ACG-035,Are unreviewed access rights automatically revoked after recertification deadline?,"A.5.18, A.8.2","AC-2(12), AC-2(3)","CC6.1, CC6.2",Article 32,Req 7.2.2,164.308(a)(3)(ii)(C),CIS 5.4,Yes/No,Automatic revocation
Access Control & Governance,Attestation,ACG-036,Are access rights attested by multiple parties (manager and system owner)?,"A.5.18, A.8.2","AC-2(12), AC-2(1)","CC6.1, CC6.2",Article 32,Req 7.2.2,164.308(a)(4)(ii)(C),CIS 5.4,Yes/No,Multi-party attestation
Access Control & Governance,Attestation,ACG-037,Is attestation evidence digitally signed or verified?,"A.8.15, A.8.24","AU-10, SC-12","CC7.2, CC7.3",Article 32,Req 10.3.6,164.312(c)(1),CIS 8.2,Yes/No,Attestation integrity
Access Control & Governance,Access Analytics,ACG-038,Are access patterns analyzed to identify anomalies?,"A.8.15, A.8.16","SI-4(18), AU-6","CC7.2, CC7.3",Article 32,Req 10.6.1,164.312(b),CIS 8.11,Yes/No,Access analytics
Access Control & Governance,Access Analytics,ACG-039,Is peer group analysis used to identify outlier access?,"A.8.16, A.8.2","SI-4(18), AC-2(12)","CC7.2, CC7.3",Article 32,Req 10.6.1,164.308(a)(3)(ii)(C),CIS 8.11,Yes/No,Peer comparison
Access Control & Governance,Policy Enforcement,ACG-040,Are access control policies enforced at the application level?,"A.5.18, A.8.3","AC-3, AC-3(3)","CC6.1, CC6.2",Article 32,Req 7.2.1,164.312(a)(1),CIS 5.4,Yes/No,Application-level enforcement
Access Control & Governance,Policy Enforcement,ACG-041,Are access control policies enforced at the data level?,"A.5.18, A.8.3","AC-3, AC-3(3)","CC6.1, CC6.2",Article 32,Req 7.2.1,164.312(a)(1),CIS 5.4,Yes/No,Data-level enforcement
Access Control & Governance,Policy Enforcement,ACG-042,Are policy violations logged and reported?,"A.8.15, A.8.16","AU-2, SI-4","CC7.2, CC7.3",Article 32,"Req 10.2.5, 10.6.1",164.312(b),CIS 8.2,Yes/No,Policy violation tracking
Privileged Access Management,Privileged Credential Rotation,PAM-022,What is the frequency of privileged credential rotation?,"A.5.17, A.5.18","IA-5(1), IA-5(7)","CC6.1, CC6.2",Article 32,Req 8.3.10,164.308(a)(5)(ii)(D),CIS 5.2,Text,Rotation frequency
Privileged Access Management,Privileged Credential Rotation,PAM-023,Are credentials rotated automatically without manual intervention?,"A.5.17, A.5.18","IA-5(7), AC-2","CC6.1, CC6.2",Article 32,Req 8.3.10,164.308(a)(5)(ii)(D),CIS 5.2,Yes/No,Automated rotation
Privileged Access Management,Privileged Credential Rotation,PAM-024,Are dependent systems notified when shared credentials are rotated?,"A.5.17, A.8.6","IA-5(7), IA-4","CC6.1, CC6.6",Article 32,Req 8.3.10,164.308(a)(5)(ii)(D),CIS 5.2,Yes/No,Rotation notification
Privileged Access Management,Command Filtering,PAM-025,Are dangerous commands (rm -rf format DROP DATABASE) blocked for privileged sessions?,"A.8.3, A.8.23","AC-3(3), AC-6(10)","CC6.1, CC6.2",Article 32,Req 7.2.5,164.312(a)(1),CIS 5.4,Yes/No,Command filtering
Privileged Access Management,Command Filtering,PAM-026,Is command filtering customizable per system or role?,"A.8.3, A.8.2","AC-3(3), AC-2(7)","CC6.1, CC6.2",Article 32,Req 7.2.5,164.312(a)(1),CIS 5.4,Yes/No,Customizable filtering
Privileged Access Management,Dual Control,PAM-027,Is dual control/four-eyes principle enforced for critical privileged operations?,"A.5.18, A.8.2","AC-3(2), AC-5","CC6.1, CC6.2",Article 32,Req 7.2.3,164.308(a)(3)(ii)(B),CIS 5.4,Yes/No,Dual control
Privileged Access Management,Dual Control,PAM-028,Are dual control approvals logged with both parties' identities?,"A.8.15, A.8.16","AU-2, AC-3(2)","CC7.2, CC7.3",Article 32,Req 10.2.2,164.312(b),CIS 8.2,Yes/No,Dual control audit
Privileged Access Management,Privileged Analytics,PAM-029,Are privileged user behavior baselines established?,"A.8.16, A.8.15","SI-4(18), AU-6","CC7.2, CC7.3",Article 32,Req 10.6.1,164.312(b),CIS 8.11,Yes/No,Behavioral baselining
Privileged Access Management,Privileged Analytics,PAM-030,Are deviations from privileged behavior baselines alerted?,"A.8.16, A.8.15","SI-4(18), SI-4(5)","CC7.2, CC7.3",Article 32,Req 10.6.1,164.312(b),CIS 8.11,Yes/No,Deviation alerting
Privileged Access Management,Secure Enclaves,PAM-031,Are privileged operations performed in isolated secure enclaves?,"A.8.21, A.8.22","SC-7, AC-6(4)","CC6.1, CC6.6",Article 32,Req 1.2.3,164.312(e)(1),CIS 12.2,Yes/No,Secure enclave usage
Privileged Access Management,Secure Enclaves,PAM-032,Are secure enclaves hardened and regularly patched?,"A.8.8, A.8.9","SI-2, CM-6","CC7.1, CC7.2",Article 32,Req 6.2,164.308(a)(5)(ii)(B),CIS 7.1,Yes/No,Enclave hardening
Third-Party & External Access,Third-Party Review,TPA-018,How frequently are third-party access rights reviewed?,"A.5.19, A.5.22","AC-20, CA-2","CC6.1, CC6.2",Article 28,Req 12.8.5,164.308(b)(1),CIS 15.2,Multiple Choice,Third-party review frequency
Third-Party & External Access,Third-Party Review,TPA-019,Are third-party access reviews more rigorous than employee reviews?,"A.5.19, A.5.22","AC-20, AC-2(12)","CC6.1, CC6.2",Article 28,Req 12.8.5,164.308(b)(1),CIS 15.2,Yes/No,Enhanced third-party scrutiny
Third-Party & External Access,Third-Party Monitoring,TPA-020,Are third-party sessions monitored more closely than employee sessions?,"A.5.19, A.8.15","AC-20, AU-2","CC6.1, CC7.2",Article 28,"Req 10.2.1, 10.2.2",164.308(b)(1),CIS 8.2,Yes/No,Enhanced third-party monitoring
Third-Party & External Access,Third-Party Monitoring,TPA-021,Are third-party file uploads and downloads logged?,"A.5.19, A.8.15","AC-20, AU-2","CC6.1, CC7.2",Article 28,Req 10.2.7,164.308(b)(1),CIS 8.2,Yes/No,File transfer logging
Third-Party & External Access,Third-Party Onboarding,TPA-022,Is security training provided to third-party users before granting access?,"A.5.19, A.6.3","AC-20, AT-2","CC6.1, CC6.2",Article 28,Req 12.8.2,164.308(b)(1),CIS 14.1,Yes/No,Third-party training
Third-Party & External Access,Third-Party Onboarding,TPA-023,Are third parties required to acknowledge security policies?,"A.5.19, A.5.20","AC-20, PS-6","CC6.1, CC6.2",Article 28,Req 12.8.2,164.308(b)(1),CIS 14.1,Yes/No,Policy acknowledgment
Third-Party & External Access,Supply Chain Identity,TPA-024,Are supplier and partner identities verified before access grants?,"A.5.19, A.5.20","AC-20, SA-9","CC6.1, CC6.2",Article 28,Req 12.8.2,164.308(b)(1),CIS 15.1,Yes/No,Identity verification
Third-Party & External Access,Supply Chain Identity,TPA-025,Is supply chain risk assessment performed for critical vendors?,"A.5.19, A.5.20","RA-3, SA-9","CC6.1, CC6.2",Article 28,Req 12.8.1,164.308(b)(1),CIS 15.1,Yes/No,Supply chain risk assessment
Audit & Monitoring,Log Integrity,AUD-021,Are log integrity checks performed regularly?,"A.8.12, A.8.15","AU-9, SI-7","CC7.2, CC7.3",Article 32,Req 10.5.2,164.312(b),CIS 8.3,Yes/No,Log integrity verification
Audit & Monitoring,Log Integrity,AUD-022,Are logs digitally signed or write-once storage used?,"A.8.12, A.8.24","AU-9(3), SC-12","CC7.2, CC7.3",Article 32,Req 10.5.2,164.312(c)(1),CIS 8.3,Yes/No,Tamper-proof logging
Audit & Monitoring,Log Aggregation,AUD-023,Are logs from all IAM components aggregated centrally?,"A.8.15, A.8.16","AU-4, AU-6","CC7.2, CC7.3",Article 32,Req 10.4,164.312(b),CIS 8.3,Yes/No,Centralized log aggregation
Audit & Monitoring,Log Aggregation,AUD-024,Is time synchronization enforced across all systems for accurate log correlation?,"A.8.15, A.8.16","AU-8, AU-8(1)","CC7.2, CC7.3",Article 32,Req 10.4.3,164.312(b),CIS 8.4,Yes/No,Time synchronization
Audit & Monitoring,Security Information Event Management,AUD-025,Is a SIEM solution integrated with IAM systems?,"A.8.16, A.8.15","SI-4, AU-6","CC7.2, CC7.3",Article 32,Req 10.6.1,164.312(b),CIS 8.11,Yes/No,SIEM integration
Audit & Monitoring,Security Information Event Management,AUD-026,Are IAM security events correlated with events from other security tools?,"A.8.16, A.8.15","SI-4, AU-6(3)","CC7.2, CC7.3",Article 32,Req 10.6.1,164.312(b),CIS 8.11,Yes/No,Event correlation
Audit & Monitoring,Alerting Thresholds,AUD-027,Are alert thresholds tuned to minimize false positives?,"A.8.16, A.8.15","SI-4, SI-4(5)","CC7.2, CC7.3",Article 32,Req 10.6.1,164.312(b),CIS 8.11,Yes/No,Threshold tuning
Audit & Monitoring,Alerting Thresholds,AUD-028,Are critical IAM alerts routed to 24/7 security operations?,"A.8.16, A.5.26","SI-4, IR-4","CC7.2, CC7.4",Article 33,Req 10.6.1,164.308(a)(6)(ii),CIS 17.1,Yes/No,24/7 alert routing
Audit & Monitoring,Forensics,AUD-029,Are IAM logs retained for forensic investigations?,"A.8.12, A.8.16","AU-11, IR-4","CC7.3, CC7.4",Article 5,Req 10.5.1,164.312(b),CIS 8.3,Yes/No,Forensic log retention
Audit & Monitoring,Forensics,AUD-030,Can user activity be reconstructed from logs for investigations?,"A.8.15, A.8.16","AU-3, IR-4(1)","CC7.2, CC7.4",Article 32,Req 10.3,164.312(b),CIS 8.2,Yes/No,Activity reconstruction
Identity Federation & SSO,Federation Protocols,FED-011,Are multiple federation protocols supported (SAML OAuth2 OIDC)?,"A.5.17, A.5.18","IA-8, IA-2(8)","CC6.1, CC6.6",Article 32,Req 8.3.1,164.312(a)(2)(i),CIS 6.3,Yes/No,Protocol flexibility
Identity Federation & SSO,Federation Protocols,FED-012,Is OAuth 2.0 implemented securely with PKCE for public clients?,"A.5.17, A.8.23","IA-8, SC-8","CC6.1, CC6.7",Article 32,Req 6.5.10,164.312(a)(2)(i),CIS 6.3,Yes/No,OAuth security
Identity Federation & SSO,Federation Protocols,FED-013,Are OIDC scopes properly defined and enforced?,"A.5.17, A.5.18","IA-8, AC-3","CC6.1, CC6.2",Article 32,Req 7.2.1,164.312(a)(1),CIS 6.3,Yes/No,Scope enforcement
Identity Federation & SSO,Token Management,FED-014,Are refresh tokens stored securely?,"A.5.17, A.8.24","IA-5(7), SC-28","CC6.1, CC6.7",Article 32,Req 8.3.2,164.312(a)(2)(iv),CIS 5.2,Yes/No,Refresh token security
Identity Federation & SSO,Token Management,FED-015,Are refresh tokens rotated upon each use?,"A.5.17, A.5.18","IA-5(1), IA-2(8)","CC6.1, CC6.2",Article 32,Req 8.3.10,164.312(a)(2)(i),CIS 5.2,Yes/No,Token rotation
Identity Federation & SSO,Token Management,FED-016,What is the maximum lifetime for access tokens?,"A.5.18, A.8.15",AC-12,"CC6.1, CC6.6",Article 32,Req 8.2.8,164.312(a)(2)(iii),CIS 4.3,Text/Numeric,Access token lifetime
Identity Federation & SSO,Token Management,FED-017,Are tokens revoked when user access is terminated?,"A.5.17, A.5.18","IA-2(8), AC-2(3)","CC6.1, CC6.2",Article 32,Req 8.2.6,164.308(a)(3)(ii)(C),CIS 5.3,Yes/No,Token revocation
Identity Federation & SSO,Federation Metadata,FED-018,Is federation metadata signed and validated?,"A.5.17, A.8.24","IA-8(2), SC-12","CC6.1, CC6.7",Article 32,Req 8.3.2,164.312(c)(1),CIS 6.3,Yes/No,Metadata integrity
Identity Federation & SSO,Federation Metadata,FED-019,Is federation metadata updated when certificates expire or rotate?,"A.5.17, A.8.8","IA-8, IA-5(2)","CC6.1, CC6.7",Article 32,Req 8.3.2,164.312(a)(2)(iv),CIS 6.3,Yes/No,Metadata updates
Identity Federation & SSO,Just-in-Time Provisioning,FED-020,Is Just-in-Time (JIT) provisioning supported for federated users?,"A.5.16, A.5.18","IA-4, AC-2","CC6.1, CC6.2",Article 32,Req 7.2.1,164.308(a)(4)(ii)(C),CIS 5.4,Yes/No,JIT provisioning
Data Governance & Privacy,Data Minimization,DGP-011,Are only necessary identity attributes collected and stored?,"A.5.34, A.8.11","IP-1, MP-6","CC6.1, CC6.2",Article 5,Req 3.1,164.514(d),CIS 3.1,Yes/No,Data minimization
Data Governance & Privacy,Data Minimization,DGP-012,Is there a process to regularly purge unnecessary identity data?,"A.8.10, A.8.11","SI-12, MP-6","CC6.1, CC6.2",Article 5,Req 3.2.3,164.316(b)(2)(i),CIS 3.3,Yes/No,Data purging process
Data Governance & Privacy,Privacy by Design,DGP-013,Are privacy considerations integrated into IAM system design?,"A.5.34, A.5.36","IP-1, PM-9","CC6.1, CC6.2",Article 25,N/A,N/A,CIS 3.1,Yes/No,Privacy by design
Data Governance & Privacy,Privacy by Design,DGP-014,Is a Privacy Impact Assessment (PIA) conducted for IAM systems?,"A.5.34, A.5.36","IP-1, RA-1","CC6.1, CC4.1",Article 35,N/A,N/A,CIS 3.1,Yes/No,PIA requirement
Data Governance & Privacy,Consent Management,DGP-015,Are consent preferences stored and enforced for identity data processing?,"A.5.34, A.8.2","IP-2, AC-3","CC6.1, CC6.2",Article 7,N/A,N/A,CIS 5.4,Yes/No,Consent enforcement
Data Governance & Privacy,Consent Management,DGP-016,Can users withdraw consent and have their data removed?,"A.5.34, A.8.10","IP-6, SI-12","CC6.1, CC6.2",Article 7,N/A,N/A,CIS 3.3,Yes/No,Consent withdrawal
Data Governance & Privacy,Data Subject Rights,DGP-017,Can data subjects exercise their right to access their identity data?,"A.5.34, A.8.2","IP-4(2), AC-3","CC6.1, CC6.2",Article 15,N/A,N/A,CIS 5.4,Yes/No,Right to access
Data Governance & Privacy,Data Subject Rights,DGP-018,Can data subjects request rectification of inaccurate identity data?,"A.5.34, A.8.10","IP-4(3), SI-12","CC6.1, CC6.2",Article 16,N/A,N/A,CIS 3.3,Yes/No,Right to rectification
Data Governance & Privacy,Data Subject Rights,DGP-019,Is there a defined process to respond to data subject requests within regulatory timeframes?,"A.5.34, A.5.36","IP-4, PM-9","CC6.1, CC6.2",Article 12,N/A,N/A,CIS 3.1,Yes/No,DSR response process
Data Governance & Privacy,Data Breach,DGP-020,Are identity data breaches detected and reported according to regulations?,"A.5.26, A.8.16","IR-4, IR-6","CC7.3, CC7.4",Article 33,Req 12.10.1,164.308(a)(6),CIS 17.1,Yes/No,Breach notification
Data Governance & Privacy,Data Breach,DGP-021,Is there a defined notification process for affected individuals in case of identity data breach?,"A.5.26, A.5.27","IR-6, IR-7","CC7.3, CC7.4",Article 34,Req 12.10.1,164.308(a)(6),CIS 17.1,Yes/No,Individual notification
Data Governance & Privacy,Anonymization,DGP-022,Is identity data anonymized or pseudonymized when possible?,"A.5.34, A.8.11","IP-1, MP-6","CC6.1, CC6.2",Article 6,Req 3.4.1,164.514(a),CIS 3.11,Yes/No,Data anonymization
Data Governance & Privacy,Anonymization,DGP-023,Are anonymization techniques validated to prevent re-identification?,"A.5.34, A.8.11","IP-1, MP-6(3)","CC6.1, CC6.2",Article 6,Req 3.4.1,164.514(b),CIS 3.11,Yes/No,Re-identification prevention
IAM Technology & Infrastructure,High Availability,TECH-021,Is the IAM system designed for high availability with no single point of failure?,"A.8.6, A.8.14","CP-2, SC-6","CC6.1, CC9.1",Article 32,Req 12.5.5,164.308(a)(7)(ii)(B),CIS 11.5,Yes/No,HA architecture
IAM Technology & Infrastructure,High Availability,TECH-022,What is the measured uptime percentage for IAM systems?,"A.8.6, A.8.14",CP-2,"CC6.1, CC9.1",Article 32,Req 12.5.5,164.308(a)(7)(ii)(E),CIS 11.5,Text/Numeric,Uptime metric
IAM Technology & Infrastructure,Disaster Recovery,TECH-023,Is there a disaster recovery plan specifically for IAM systems?,"A.8.14, A.5.30","CP-10, CP-2","CC9.1, CC9.2",Article 32,Req 12.10.5,164.308(a)(7),CIS 11.5,Yes/No,DR plan existence
IAM Technology & Infrastructure,Disaster Recovery,TECH-024,How frequently are disaster recovery tests conducted for IAM?,"A.8.14, A.5.30",CP-4,"CC9.1, CC9.2",Article 32,Req 12.10.3,164.308(a)(7)(ii)(D),CIS 11.5,Multiple Choice,DR test frequency
IAM Technology & Infrastructure,Disaster Recovery,TECH-025,Are IAM systems replicated to geographically diverse locations?,"A.8.14, A.8.6","CP-9(6), CP-2","CC9.1, CC9.2",Article 32,Req 12.5.5,164.308(a)(7)(ii)(A),CIS 11.5,Yes/No,Geographic replication
IAM Technology & Infrastructure,Capacity Planning,TECH-026,Is capacity planning performed for anticipated IAM growth?,"A.8.6, A.8.32","CP-2, AU-4","CC6.1, CC7.2",Article 32,Req 12.5.5,164.308(a)(7)(ii)(B),CIS 11.5,Yes/No,Capacity planning
IAM Technology & Infrastructure,Capacity Planning,TECH-027,Are performance benchmarks established for IAM operations?,"A.8.6, A.8.16","CP-2, AU-6","CC6.1, CC7.2",Article 32,Req 12.5.5,164.308(a)(7)(ii)(E),CIS 11.5,Yes/No,Performance benchmarks
IAM Technology & Infrastructure,Database Security,TECH-028,Are IAM databases encrypted at rest?,"A.8.24, A.8.11","SC-28, SC-28(1)","CC6.1, CC6.7",Article 32,Req 3.4.1,164.312(a)(2)(iv),CIS 3.11,Yes/No,Database encryption
IAM Technology & Infrastructure,Database Security,TECH-029,Are database connections encrypted?,"A.8.24, A.8.9","SC-8, SC-8(1)","CC6.1, CC6.7",Article 32,Req 4.2.1,164.312(e)(1),CIS 3.10,Yes/No,Connection encryption
IAM Technology & Infrastructure,Database Security,TECH-030,Are database credentials secured in encrypted configuration files or vaults?,"A.5.17, A.8.24","IA-5(7), SC-28","CC6.1, CC6.7",Article 32,Req 8.3.2,164.312(a)(2)(iv),CIS 5.2,Yes/No,DB credential protection
IAM Technology & Infrastructure,Vulnerability Management,TECH-031,Are vulnerability scans performed regularly on IAM infrastructure?,"A.8.8, A.8.29","RA-5, RA-5(5)","CC7.1, CC7.2",Article 32,Req 11.3.1,164.308(a)(8),CIS 7.3,Yes/No,Vulnerability scanning
IAM Technology & Infrastructure,Vulnerability Management,TECH-032,What is the frequency of vulnerability assessments?,"A.8.8, A.8.29",RA-5,"CC7.1, CC7.2",Article 32,Req 11.3.1,164.308(a)(8),CIS 7.3,Multiple Choice,Scan frequency
IAM Technology & Infrastructure,Vulnerability Management,TECH-033,Are critical vulnerabilities in IAM systems remediated within defined SLAs?,"A.8.8, A.8.29","RA-5, SI-2","CC7.1, CC7.2",Article 32,Req 6.2,164.308(a)(5)(ii)(B),CIS 7.1,Yes/No,Remediation SLA
IAM Technology & Infrastructure,Penetration Testing,TECH-034,Is penetration testing conducted on IAM systems?,"A.8.29, A.5.36","CA-8, RA-5","CC7.1, CC7.2",Article 32,Req 11.4.1,164.308(a)(8),CIS 18.2,Yes/No,Penetration testing
IAM Technology & Infrastructure,Penetration Testing,TECH-035,How frequently is IAM penetration testing conducted?,"A.8.29, A.5.36",CA-8,"CC7.1, CC7.2",Article 32,Req 11.4.1,164.308(a)(8),CIS 18.2,Multiple Choice,Pentest frequency
IAM Technology & Infrastructure,Configuration Management,TECH-036,Are IAM system configurations version controlled?,"A.8.9, A.8.32","CM-3, CM-2","CC7.1, CC8.1",Article 32,Req 2.2.7,164.308(a)(5)(ii)(B),CIS 4.2,Yes/No,Version control
IAM Technology & Infrastructure,Configuration Management,TECH-037,Are baseline configurations documented and maintained?,"A.8.9, A.8.20","CM-2, CM-6","CC7.1, CC7.2",Article 32,Req 2.2.1,164.308(a)(5)(ii)(B),CIS 4.1,Yes/No,Baseline documentation
IAM Technology & Infrastructure,Configuration Management,TECH-038,Are configuration changes reviewed and approved before implementation?,"A.8.32, A.8.9","CM-3, CM-3(2)","CC7.1, CC8.1",Article 32,Req 6.5.2,164.308(a)(5)(ii)(B),CIS 4.2,Yes/No,Change approval
IAM Technology & Infrastructure,Container Security,TECH-039,If IAM is containerized are container images scanned for vulnerabilities?,"A.8.8, A.8.29","RA-5, SA-11","CC7.1, CC7.2",Article 32,Req 6.2,164.308(a)(5)(ii)(B),CIS 7.3,Yes/No,Container scanning
IAM Technology & Infrastructure,Container Security,TECH-040,Are container runtime security policies enforced?,"A.8.20, A.8.22","CM-6, SC-7","CC7.1, CC6.6",Article 32,Req 2.2.4,164.312(e)(1),CIS 4.1,Yes/No,Container runtime security
Policy & Governance,Executive Oversight,POL-027,Is IAM included in board-level risk reporting?,"A.5.1, A.5.4","PM-2, RA-1","CC4.1, CC4.2",Article 32,Req 12.4,164.308(a)(2),CIS 2.6,Yes/No,Board reporting
Policy & Governance,Executive Oversight,POL-028,Does senior management review IAM metrics quarterly?,"A.5.4, A.5.37","PM-5, CA-7","CC4.1, CC7.2",Article 32,Req 12.5.1,164.308(a)(1)(ii)(D),CIS 2.6,Yes/No,Executive review
Policy & Governance,Budget & Resources,POL-029,Is adequate budget allocated for IAM tools and resources?,"A.5.1, A.5.4","PM-3, PM-9","CC4.1, CC4.2",Article 32,Req 12.3.1,164.308(a)(2),CIS 5.1,Yes/No,Budget adequacy
Policy & Governance,Budget & Resources,POL-030,Are IAM staffing levels sufficient for operational demands?,"A.5.2, A.5.24","PS-1, PM-3","CC6.1, CC6.2",Article 32,Req 12.4,164.308(a)(2),CIS 5.1,Yes/No,Staffing adequacy
Policy & Governance,Regulatory Compliance,POL-031,Are regulatory requirements mapped to IAM controls?,"A.5.37, A.5.36","CA-2, PM-9","CC4.1, CC4.2",Article 32,Req 12.5.1,164.308(a)(8),CIS 2.6,Yes/No,Regulatory mapping
Policy & Governance,Regulatory Compliance,POL-032,Is IAM compliance status reported to regulators when required?,"A.5.37, A.5.36","CA-2, CA-7","CC4.1, CC4.2",Article 32,Req 12.5.1,164.308(a)(8),CIS 2.6,Yes/No,Regulatory reporting
Policy & Governance,Policy Exceptions,POL-033,Is there a formal process for requesting IAM policy exceptions?,"A.5.1, A.5.37","AC-1, CA-2","CC6.1, CC6.2",Article 32,Req 12.3,164.308(a)(8),CIS 4.1,Yes/No,Exception process
Policy & Governance,Policy Exceptions,POL-034,Are policy exceptions time-limited and reviewed periodically?,"A.5.1, A.5.37","AC-1, CA-7","CC6.1, CC6.2",Article 32,Req 12.3,164.308(a)(8),CIS 4.1,Yes/No,Exception review
Policy & Governance,Policy Exceptions,POL-035,Are all active policy exceptions documented with business justification?,"A.5.1, A.5.37","AC-1, CA-2","CC6.1, CC6.2",Article 32,Req 12.3,164.308(a)(8),CIS 4.1,Yes/No,Exception documentation
Policy & Governance,Awareness Campaigns,POL-036,Are regular security awareness campaigns conducted on IAM topics?,"A.5.2, A.6.3","AT-2, PS-7","CC6.1, CC6.2",Article 32,Req 12.6.1,164.308(a)(5)(i),CIS 14.1,Yes/No,Awareness campaigns
Policy & Governance,Awareness Campaigns,POL-037,Are phishing simulations conducted to test user awareness?,"A.6.3, A.5.2","AT-2, CA-7","CC6.1, CC6.2",Article 32,Req 12.6.1,164.308(a)(5)(i),CIS 14.2,Yes/No,Phishing simulations
Policy & Governance,Metrics Reporting,POL-038,Are IAM security incidents tracked and trended over time?,"A.8.16, A.5.26","IR-4, IR-5","CC7.3, CC7.4",Article 33,Req 12.10.1,164.308(a)(6),CIS 17.1,Yes/No,Incident trending
Policy & Governance,Metrics Reporting,POL-039,Is there a formal IAM scorecard or dashboard for stakeholders?,"A.5.4, A.5.37","PM-5, CA-7","CC7.2, CC7.3",Article 32,Req 12.5.1,164.308(a)(1)(ii)(D),CIS 2.6,Yes/No,IAM dashboard
Policy & Governance,Third-Party Audits,POL-040,Are independent third-party audits conducted on IAM controls?,"A.5.36, A.5.37","CA-2, CA-7","CC4.1, CC4.2",Article 32,Req 12.5.1,164.308(a)(8),CIS 2.6,Yes/No,Independent audits
Advanced IAM Capabilities,Risk-Based Authentication,ADV-021,Does authentication strength vary based on calculated risk score?,"A.5.17, A.5.18","IA-2(13), IA-8(6)","CC6.1, CC6.2",Article 32,Req 8.3.1,164.312(a)(2)(i),CIS 6.3,Yes/No,Risk-based authentication
Advanced IAM Capabilities,Risk-Based Authentication,ADV-022,What risk factors are considered (location device behavior time)?,"A.5.17, A.5.18","IA-2(13), AC-3(11)","CC6.1, CC6.2",Article 32,Req 8.3.1,164.312(a)(2)(i),CIS 6.3,Multiple Choice,Risk factors
Advanced IAM Capabilities,Identity Threat Detection,ADV-023,Is machine learning used to detect identity-based threats?,"A.8.16, A.8.15","SI-4(18), AU-6(3)","CC7.2, CC7.3",Article 32,Req 10.6.1,164.312(b),CIS 8.11,Yes/No,ML threat detection
