iam_domain,question_id,section_id,question_text,answer_type,question_type,iso_27001_2022,nist_800_53_rev5,soc_2_tsc,gdpr,pci_dss_4_0,hipaa,cis_controls,
Identity Lifecycle Management (ILM),Q_401,IGOV,Is overall lifecycle effectiveness reviewed by leadership?,yes_no_partial_with_text,core,A.5.2,PM-11,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Password & Credential Management (PCM),Q_402,PPOL,Is a formal password policy defined and approved?,yes_no_partial_with_text,core,A.5.1,IA-5,CC6.1,Art.32(1),8.2.3,164.308(a)(5),5.2,
Password & Credential Management (PCM),Q_403,PPOL,Does the password policy define minimum password length?,yes_no_partial_with_text,core,A.8.5,IA-5,CC6.1,Art.32(1),8.2.3,164.308(a)(5),5.2,
Password & Credential Management (PCM),Q_404,PPOL,Does the policy enforce password complexity requirements?,yes_no_partial_with_text,core,A.8.5,IA-5,CC6.1,Art.32(1),8.2.3,164.308(a)(5),5.2,
Password & Credential Management (PCM),Q_405,PPOL,Are dictionary words prevented in passwords?,yes_no_partial_with_text,core,A.8.5,IA-5,CC6.1,Art.32(1),8.2.3,164.308(a)(5),5.2,
Password & Credential Management (PCM),Q_406,PPOL,Is password reuse restricted?,yes_no_partial_with_text,core,A.8.5,IA-5,CC6.1,Art.32(1),8.2.4,164.308(a)(5),5.2,
Password & Credential Management (PCM),Q_407,PPOL,Are default passwords changed upon first use?,yes_no_partial_with_text,core,A.8.5,IA-5,CC6.1,Art.32(1),2.1.1,164.312(a),5.1,
Password & Credential Management (PCM),Q_408,PPOL,Are password policies communicated to all users?,yes_no_partial_with_text,follow_up,A.6.3,AT-2,CC2.1,Art.24,12.6.1,164.308(a)(5),14.1,
Password & Credential Management (PCM),Q_409,PPOL,Are password policies periodically reviewed?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Password & Credential Management (PCM),Q_410,PPOL,Are deviations from password policy approved and documented?,yes_no_partial_with_text,follow_up,A.5.23,CM-3,CC5.2,Art.32(1),6.4.2,164.308(a)(1),4.1,
Password & Credential Management (PCM),Q_411,PPOL,Is password policy aligned with regulatory requirements?,yes_no_partial_with_text,core,A.5.1,IA-5,CC6.1,Art.32(1),8.2.3,164.308(a)(5),5.2,
Password & Credential Management (PCM),Q_412,PPOL,Are users prevented from reusing the last X passwords?,yes_no_partial_with_text,core,A.8.5,IA-5,CC6.1,Art.32(1),8.2.4,164.308(a)(5),5.2,
Password & Credential Management (PCM),Q_413,PPOL,Is password policy enforced technically?,yes_no_partial_with_text,core,A.8.5,IA-5,CC6.1,Art.32(1),8.2.3,164.308(a)(5),5.2,
Password & Credential Management (PCM),Q_414,PPOL,Are password policy violations logged?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Password & Credential Management (PCM),Q_415,PPOL,Is password policy reviewed after security incidents?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Password & Credential Management (PCM),Q_416,PPOL,Is management approval required for password policy changes?,yes_no_partial_with_text,follow_up,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Password & Credential Management (PCM),Q_417,PSTORE,Are passwords stored using strong cryptographic hashing algorithms?,yes_no_partial_with_text,core,A.8.5,IA-7,CC6.1,Art.32(1),8.3.1,164.312(d),6.4|6.5,
Password & Credential Management (PCM),Q_418,PSTORE,Are password hashes salted to prevent rainbow table attacks?,yes_no_partial_with_text,core,A.8.5,IA-7,CC6.1,Art.32(1),8.3.1,164.312(d),6.4|6.5,
Password & Credential Management (PCM),Q_419,PSTORE,Are plaintext passwords prohibited from being stored?,yes_no_partial_with_text,core,A.8.5,IA-7,CC6.1,Art.32(1),8.3.1,164.312(d),6.4,
Password & Credential Management (PCM),Q_420,PSTORE,Are credentials in databases protected with encryption at rest?,yes_no_partial_with_text,core,A.8.24,SC-28,CC6.1,Art.32(1),3.5.1,164.312(a)(2)(iv),3.11,
Password & Credential Management (PCM),Q_421,PSTORE,Are access restrictions enforced on credential storage repositories?,yes_no_partial_with_text,core,A.8.2,AC-6,CC6.1,Art.32(1),7.2.2,164.308(a)(3),6.5,
Password & Credential Management (PCM),Q_422,PSTORE,Are credential storage systems segregated from application servers?,yes_no_partial_with_text,follow_up,A.8.22,SC-7,CC6.6,Art.32(1),1.3.1,164.308(a)(1),12.4,
Password & Credential Management (PCM),Q_423,PSTORE,Are privileged credentials stored in secure password vaults?,yes_no_partial_with_text,core,A.8.2,IA-7,CC6.1,Art.32(1),8.3.1,164.312(d),6.5,
Password & Credential Management (PCM),Q_424,PSTORE,Are credential storage accesses logged?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Password & Credential Management (PCM),Q_425,PSTORE,Are unauthorized access attempts to credential storage detected?,yes_no_partial_with_text,follow_up,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Password & Credential Management (PCM),Q_426,PSTORE,Are credential repositories regularly scanned for vulnerabilities?,yes_no_partial_with_text,follow_up,A.5.29,RA-5,CC7.3,Art.32(1),11.3.1,164.308(a)(8),7.4,
Password & Credential Management (PCM),Q_427,PSTORE,Are backup copies of credentials securely encrypted?,yes_no_partial_with_text,core,A.8.13,CP-9,CC7.2,Art.32(1),12.3.1,164.308(a)(7),11.3,
Password & Credential Management (PCM),Q_428,PSTORE,Are credential storage locations documented?,yes_no_partial_with_text,follow_up,A.5.9,CM-8,CC1.2,Art.24,7.2.1,164.308(a)(1),2.3,
Password & Credential Management (PCM),Q_429,PSTORE,Are obsolete credential repositories decommissioned securely?,yes_no_partial_with_text,follow_up,A.8.10,MP-7,CC7.2,Art.32(1),9.8.3,164.310(d)(2)(i),11.3,
Password & Credential Management (PCM),Q_430,PSTORE,Are audit trails maintained for credential storage changes?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Password & Credential Management (PCM),Q_431,PSTORE,Are credential storage policies formally defined?,yes_no_partial_with_text,core,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Password & Credential Management (PCM),Q_432,PTRANS,Are credentials transmitted over encrypted communication channels?,yes_no_partial_with_text,core,A.8.24,SC-13,CC6.1,Art.32(1),4.1,164.312(e),3.1,
Password & Credential Management (PCM),Q_433,PTRANS,Is TLS enforced for credential transmission?,yes_no_partial_with_text,core,A.8.24,SC-13,CC6.1,Art.32(1),4.1,164.312(e),3.1,
Password & Credential Management (PCM),Q_434,PTRANS,Are credentials masked during transmission?,yes_no_partial_with_text,core,A.8.24,IA-7,CC6.1,Art.32(1),3.3,164.312(e),3.1,
Password & Credential Management (PCM),Q_435,PTRANS,Are insecure protocols (HTTP, FTP) prohibited for credential transfer?,yes_no_partial_with_text,core,A.8.20,SC-8,CC6.1,Art.32(1),4.2,164.312(e),12.4
Password & Credential Management (PCM),Q_436,PTRANS,Are external credential transmissions monitored?,yes_no_partial_with_text,follow_up,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Password & Credential Management (PCM),Q_437,PTRANS,Are failed credential transmission attempts logged?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Password & Credential Management (PCM),Q_438,PTRANS,Are secure APIs used for system-to-system credential exchanges?,yes_no_partial_with_text,core,A.8.24,SC-13,CC6.1,Art.32(1),4.2,164.312(e),3.1,
Password & Credential Management (PCM),Q_439,PTRANS,Are credentials protected from interception or replay attacks?,yes_no_partial_with_text,core,A.8.24,SC-16,CC6.1,Art.32(1),4.1,164.312(e),3.1,
Password & Credential Management (PCM),Q_440,PTRANS,Are credential transmission mechanisms documented?,yes_no_partial_with_text,follow_up,A.5.9,CM-8,CC1.2,Art.24,7.2.1,164.308(a)(1),2.3,
Password & Credential Management (PCM),Q_441,PTRANS,Are credential transmission logs retained?,yes_no_partial_with_text,follow_up,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Password & Credential Management (PCM),Q_442,PROT,Are passwords configured to expire based on organizational policy?,yes_no_partial_with_text,core,A.8.5,IA-5,CC6.1,Art.32(1),8.2.4,164.308(a)(5),5.2,
Password & Credential Management (PCM),Q_443,PROT,Is password rotation enforced automatically?,yes_no_partial_with_text,core,A.8.5,IA-5,CC6.1,Art.32(1),8.2.4,164.308(a)(5),5.2,
Password & Credential Management (PCM),Q_444,PROT,Are expired passwords blocked from reuse?,yes_no_partial_with_text,core,A.8.5,IA-5,CC6.1,Art.32(1),8.2.4,164.308(a)(5),5.2,
Password & Credential Management (PCM),Q_445,PROT,Are users notified prior to password expiration?,yes_no_partial_with_text,follow_up,A.6.3,IA-5,CC2.1,Art.24,12.6.1,164.308(a)(5),14.1,
Password & Credential Management (PCM),Q_446,PROT,Are administrative accounts subject to stricter password rotation?,yes_no_partial_with_text,core,A.8.2,AC-6,CC6.1,Art.32(1),8.2.3,164.308(a)(3),6.5,
Password & Credential Management (PCM),Q_447,PROT,Is emergency rotation enforced after security incidents?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Password & Credential Management (PCM),Q_448,PROT,Are password rotation policies documented?,yes_no_partial_with_text,core,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Password & Credential Management (PCM),Q_449,PROT,Are failed password change attempts logged?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Password & Credential Management (PCM),Q_450,PROT,Are rotation intervals periodically reviewed?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Password & Credential Management (PCM),Q_451,PROT,Are privileged account passwords rotated more frequently?,yes_no_partial_with_text,core,A.8.2,IA-5,CC6.1,Art.32(1),8.2.4,164.308(a)(3),6.5,
Password & Credential Management (PCM),Q_452,PRECOVERY,Is a formal password reset process defined?,yes_no_partial_with_text,core,A.8.5,IA-5,CC6.1,Art.32(1),8.3.1,164.308(a)(5),5.2,
Password & Credential Management (PCM),Q_453,PRECOVERY,Are identity verification steps performed before password reset?,yes_no_partial_with_text,core,A.8.5,IA-2,CC6.1,Art.32(1),8.3.1,164.312(d),6.3,
Password & Credential Management (PCM),Q_454,PRECOVERY,Are password reset requests logged?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Password & Credential Management (PCM),Q_455,PRECOVERY,Are temporary reset credentials time-bound?,yes_no_partial_with_text,core,A.8.5,IA-5,CC6.1,Art.32(1),8.3.1,164.312(d),6.4,
Password & Credential Management (PCM),Q_456,PRECOVERY,Are reset links protected using secure tokens?,yes_no_partial_with_text,core,A.8.24,SC-16,CC6.1,Art.32(1),4.2,164.312(e),3.1,
Password & Credential Management (PCM),Q_457,PRECOVERY,Are reset attempts monitored for abuse?,yes_no_partial_with_text,follow_up,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Password & Credential Management (PCM),Q_458,PRECOVERY,Are users notified after successful password reset?,yes_no_partial_with_text,follow_up,A.6.3,AT-2,CC2.1,Art.24,12.6.1,164.308(a)(5),14.1,
Password & Credential Management (PCM),Q_459,PRECOVERY,Are failed reset attempts logged?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Password & Credential Management (PCM),Q_460,PRECOVERY,Are reset procedures documented and approved?,yes_no_partial_with_text,core,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Password & Credential Management (PCM),Q_461,PRECOVERY,Are reset processes reviewed periodically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Password & Credential Management (PCM),Q_462,PVAULT,Are high-risk credentials stored in a secure vault?,yes_no_partial_with_text,core,A.8.2,IA-7,CC6.1,Art.32(1),8.3.1,164.312(d),6.5,
Password & Credential Management (PCM),Q_463,PVAULT,Is access to credential vault restricted?,yes_no_partial_with_text,core,A.8.2,AC-6,CC6.1,Art.32(1),7.2.2,164.308(a)(3),6.5,
Password & Credential Management (PCM),Q_464,PVAULT,Are credential vault sessions logged?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Password & Credential Management (PCM),Q_465,PVAULT,Is MFA required for vault access?,yes_no_partial_with_text,core,A.8.5,IA-2,CC6.1,Art.32(1),8.3.1,164.312(d),6.4|6.5,
Password & Credential Management (PCM),Q_466,PVAULT,Are vault credentials rotated automatically?,yes_no_partial_with_text,core,A.8.5,IA-5,CC6.1,Art.32(1),8.2.4,164.308(a)(5),5.2,
Password & Credential Management (PCM),Q_467,PVAULT,Are vault access logs retained?,yes_no_partial_with_text,follow_up,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Password & Credential Management (PCM),Q_468,PVAULT,Are unauthorized vault access attempts detected?,yes_no_partial_with_text,follow_up,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Password & Credential Management (PCM),Q_469,PVAULT,Are vault configurations reviewed periodically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Password & Credential Management (PCM),Q_470,PVAULT,Are vault policies formally documented?,yes_no_partial_with_text,core,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Password & Credential Management (PCM),Q_471,PVAULT,Are vault usage metrics tracked?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Password & Credential Management (PCM),Q_472,PMON,Are credential usage activities continuously monitored?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Password & Credential Management (PCM),Q_473,PMON,Are unusual credential usage patterns detected automatically?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Password & Credential Management (PCM),Q_474,PMON,Are credential misuse alerts generated?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Password & Credential Management (PCM),Q_475,PMON,Are credential brute-force attempts logged?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Password & Credential Management (PCM),Q_476,PMON,Are repeated failed login attempts monitored?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),8.3.7,164.308(a)(6),6.2,
Password & Credential Management (PCM),Q_477,PMON,Are account lockout thresholds enforced?,yes_no_partial_with_text,core,A.8.5,IA-5,CC6.1,Art.32(1),8.2.6,164.308(a)(5),5.2,
Password & Credential Management (PCM),Q_478,PMON,Are compromised credentials identified via threat intelligence?,yes_no_partial_with_text,follow_up,A.5.7,RA-5,CC7.3,Art.32(1),11.3.1,164.308(a)(1),7.4,
Password & Credential Management (PCM),Q_479,PMON,Are credential monitoring metrics reported?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.6,164.308(a)(8),4.1,
Password & Credential Management (PCM),Q_480,PMON,Are alerts from credential monitoring investigated?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Password & Credential Management (PCM),Q_481,PMON,Are monitoring rules reviewed periodically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Password & Credential Management (PCM),Q_482,PGOV,Are credential management policies formally approved?,yes_no_partial_with_text,core,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Password & Credential Management (PCM),Q_483,PGOV,Are credential governance roles clearly defined?,yes_no_partial_with_text,core,A.5.2,PL-2,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Password & Credential Management (PCM),Q_484,PGOV,Are credential policies reviewed periodically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Password & Credential Management (PCM),Q_485,PGOV,Are credential management KPIs tracked?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Password & Credential Management (PCM),Q_486,PGOV,Is credential governance aligned with IAM strategy?,yes_no_partial_with_text,core,A.5.1,PL-2,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Password & Credential Management (PCM),Q_487,PGOV,Are credential governance risks reviewed?,yes_no_partial_with_text,follow_up,A.5.7,RA-3,CC3.2,Art.32(2),12.2.1,164.308(a)(1),4.1,
Password & Credential Management (PCM),Q_488,PGOV,Are credential governance documents version controlled?,yes_no_partial_with_text,core,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Password & Credential Management (PCM),Q_489,PGOV,Are governance violations escalated?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Password & Credential Management (PCM),Q_490,PGOV,Are governance audit findings tracked?,yes_no_partial_with_text,follow_up,A.5.30,CA-2,CC4.1,Art.32(1),12.11.1,164.308(a)(8),4.1,
Password & Credential Management (PCM),Q_491,PGOV,Are governance improvement plans documented?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Password & Credential Management (PCM),Q_492,PGOV,Is senior management oversight evident for credential governance?,yes_no_partial_with_text,core,A.5.2,PM-11,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Password & Credential Management (PCM),Q_493,PGOV,Are credential governance controls periodically validated?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Password & Credential Management (PCM),Q_494,PGOV,Are credential audit trails reviewed during audits?,yes_no_partial_with_text,core,A.8.16,AU-6,CC2.2,Art.30,10.2,164.312(b),8.2,
Password & Credential Management (PCM),Q_495,PGOV,Are credential policy exceptions tracked?,yes_no_partial_with_text,follow_up,A.5.23,CM-3,CC5.2,Art.32(1),6.4.2,164.308(a)(1),4.1,
Password & Credential Management (PCM),Q_496,PGOV,Are credential governance reports retained?,yes_no_partial_with_text,follow_up,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Password & Credential Management (PCM),Q_497,PGOV,Is credential maturity assessed periodically?,yes_no_partial_with_text,core,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Password & Credential Management (PCM),Q_498,PGOV,Are credential governance responsibilities documented?,yes_no_partial_with_text,core,A.5.2,PL-2,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Password & Credential Management (PCM),Q_499,PGOV,Are governance training programs provided?,yes_no_partial_with_text,follow_up,A.6.3,AT-2,CC2.1,Art.24,12.6.1,164.308(a)(5),14.1,
Password & Credential Management (PCM),Q_500,PGOV,Are governance effectiveness reviews conducted?,yes_no_partial_with_text,core,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Password & Credential Management (PCM),Q_501,PGOV,Is overall credential governance performance reviewed by leadership?,yes_no_partial_with_text,core,A.5.2,PM-11,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Multi-Factor Authentication (MFA),Q_502,MFA-POL,Is a formal MFA policy defined and approved?,yes_no_partial_with_text,core,A.5.1,IA-2,CC6.1,Art.32(1),8.3.2,164.312(d),6.3,
Multi-Factor Authentication (MFA),Q_503,MFA-POL,Does the MFA policy define systems requiring MFA?,yes_no_partial_with_text,core,A.5.1,IA-2,CC6.1,Art.32(1),8.3.2,164.312(d),6.3,
Multi-Factor Authentication (MFA),Q_504,MFA-POL,Is MFA mandated for remote access?,yes_no_partial_with_text,core,A.8.5,IA-2,CC6.1,Art.32(1),8.3.2,164.312(d),6.4,
Multi-Factor Authentication (MFA),Q_505,MFA-POL,Is MFA required for privileged accounts?,yes_no_partial_with_text,core,A.8.2,IA-2,CC6.1,Art.32(1),8.3.2,164.312(d),6.5,
Multi-Factor Authentication (MFA),Q_506,MFA-POL,Does the policy define acceptable MFA methods?,yes_no_partial_with_text,core,A.5.1,IA-2,CC6.1,Art.32(1),8.3.1,164.312(d),6.3,
Multi-Factor Authentication (MFA),Q_507,MFA-POL,Are MFA exceptions formally documented?,yes_no_partial_with_text,follow_up,A.5.23,CM-3,CC5.2,Art.32(1),6.4.2,164.308(a)(1),4.1,
Multi-Factor Authentication (MFA),Q_508,MFA-POL,Are MFA policy deviations approved by management?,yes_no_partial_with_text,follow_up,A.5.2,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Multi-Factor Authentication (MFA),Q_509,MFA-POL,Is MFA policy communicated to users?,yes_no_partial_with_text,follow_up,A.6.3,AT-2,CC2.1,Art.24,12.6.1,164.308(a)(5),14.1,
Multi-Factor Authentication (MFA),Q_510,MFA-POL,Is the MFA policy reviewed periodically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Multi-Factor Authentication (MFA),Q_511,MFA-POL,Is MFA policy aligned with regulatory standards?,yes_no_partial_with_text,core,A.5.1,IA-2,CC6.1,Art.32(1),8.3.2,164.312(d),6.3,
Multi-Factor Authentication (MFA),Q_512,MFA-POL,Does MFA policy define enforcement thresholds?,yes_no_partial_with_text,follow_up,A.8.5,IA-2,CC6.1,Art.32(1),8.3.2,164.312(d),6.4,
Multi-Factor Authentication (MFA),Q_513,MFA-POL,Are MFA control requirements documented?,yes_no_partial_with_text,core,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Multi-Factor Authentication (MFA),Q_514,MFA-POL,Are MFA policy changes version controlled?,yes_no_partial_with_text,follow_up,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Multi-Factor Authentication (MFA),Q_515,MFA-POL,Is management approval required for MFA policy updates?,yes_no_partial_with_text,follow_up,A.5.2,PM-11,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Multi-Factor Authentication (MFA),Q_516,MFA-POL,Is MFA policy enforced technically?,yes_no_partial_with_text,core,A.8.5,IA-2,CC6.1,Art.32(1),8.3.2,164.312(d),6.3,
Multi-Factor Authentication (MFA),Q_517,MFA-ENF,Is MFA enforced for all privileged user accounts?,yes_no_partial_with_text,core,A.8.2,IA-2,CC6.1,Art.32(1),8.3.2,164.312(d),6.5,
Multi-Factor Authentication (MFA),Q_518,MFA-ENF,Is MFA enforced for remote access connections?,yes_no_partial_with_text,core,A.8.5,IA-2,CC6.1,Art.32(1),8.3.2,164.312(d),6.4,
Multi-Factor Authentication (MFA),Q_519,MFA-ENF,Is MFA applied to cloud-based systems?,yes_no_partial_with_text,core,A.8.24,IA-2,CC6.1,Art.32(1),8.3.2,164.312(d),6.4,
Multi-Factor Authentication (MFA),Q_520,MFA-ENF,Is MFA enforced for VPN access?,yes_no_partial_with_text,core,A.8.20,IA-2,CC6.1,Art.32(1),8.3.2,164.312(d),6.4,
Multi-Factor Authentication (MFA),Q_521,MFA-ENF,Is MFA required for access to sensitive data?,yes_no_partial_with_text,core,A.8.2,AC-6,CC6.1,Art.32(1),7.2.2,164.308(a)(3),6.5,
Multi-Factor Authentication (MFA),Q_522,MFA-ENF,Is MFA enforced across all critical applications?,yes_no_partial_with_text,core,A.8.5,IA-2,CC6.1,Art.32(1),8.3.2,164.312(d),6.4,
Multi-Factor Authentication (MFA),Q_523,MFA-ENF,Are MFA enforcement exceptions documented?,yes_no_partial_with_text,follow_up,A.5.23,CM-3,CC5.2,Art.32(1),6.4.2,164.308(a)(1),4.1,
Multi-Factor Authentication (MFA),Q_524,MFA-ENF,Are MFA exceptions time-bound?,yes_no_partial_with_text,follow_up,A.8.3,AC-2,CC6.2,Art.5(1)(e),7.2.5,164.308(a)(3),5.5,
Multi-Factor Authentication (MFA),Q_525,MFA-ENF,Are MFA bypass attempts blocked?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Multi-Factor Authentication (MFA),Q_526,MFA-ENF,Are MFA enforcement rules reviewed periodically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Multi-Factor Authentication (MFA),Q_527,MFA-ENF,Is MFA enforced during initial user login?,yes_no_partial_with_text,core,A.8.5,IA-2,CC6.1,Art.32(1),8.3.1,164.312(d),6.4,
Multi-Factor Authentication (MFA),Q_528,MFA-ENF,Is MFA enforced for system administrators?,yes_no_partial_with_text,core,A.8.2,IA-2,CC6.1,Art.32(1),8.3.2,164.312(d),6.5,
Multi-Factor Authentication (MFA),Q_529,MFA-ENF,Is MFA applied for third-party remote access?,yes_no_partial_with_text,core,A.8.21,IA-2,CC6.1,Art.32(1),15.2.1,164.308(a)(3),6.4,
Multi-Factor Authentication (MFA),Q_530,MFA-ENF,Are MFA enforcement configurations documented?,yes_no_partial_with_text,follow_up,A.5.9,CM-8,CC1.2,Art.24,7.2.1,164.308(a)(1),2.3,
Multi-Factor Authentication (MFA),Q_531,MFA-ENF,Is MFA enforcement tested periodically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Multi-Factor Authentication (MFA),Q_532,MFA-ENF,Is MFA consistently enforced across hybrid environments?,yes_no_partial_with_text,core,A.8.24,IA-2,CC6.1,Art.32(1),8.3.2,164.312(d),6.4,
Multi-Factor Authentication (MFA),Q_533,MFA-ENF,Are enforcement failures logged?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Multi-Factor Authentication (MFA),Q_534,MFA-ENF,Are enforcement gaps escalated?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Multi-Factor Authentication (MFA),Q_535,MFA-ENF,Is MFA disabled for any system? If yes, is it justified?,yes_no_partial_with_text,follow_up,A.5.23,CM-3,CC5.2,Art.32(1),6.4.2,164.308(a)(1),4.1
Multi-Factor Authentication (MFA),Q_536,MFA-ENF,Is MFA integration validated after system updates?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.4.2,164.308(a)(8),4.1,
Multi-Factor Authentication (MFA),Q_537,MFA-ENF,Is MFA enforced for mobile access?,yes_no_partial_with_text,core,A.8.5,IA-2,CC6.1,Art.32(1),8.3.2,164.312(d),6.4,
Multi-Factor Authentication (MFA),Q_538,MFA-ENF,Is MFA applied to email access?,yes_no_partial_with_text,core,A.8.5,IA-2,CC6.1,Art.32(1),8.3.2,164.312(d),6.4,
Multi-Factor Authentication (MFA),Q_539,MFA-ENF,Is MFA enforced for database access?,yes_no_partial_with_text,core,A.8.2,IA-2,CC6.1,Art.32(1),8.3.2,164.312(d),6.5,
Multi-Factor Authentication (MFA),Q_540,MFA-ENF,Are MFA enforcement metrics monitored?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.6,164.308(a)(8),4.1,
